Timestamp,AccelX,AccelY,AccelZ
1.682723,-0.036224,-0.851273,-0.018112
1.703065,-0.036224,-0.923721,-0.036224
1.723513,-0.018112,-1.014282,-0.108673
1.743979,0.000000,-1.068619,-0.072449
1.766341,0.000000,-1.068619,-0.108673
1.787313,-0.036224,-1.050507,-0.090561
1.807417,-0.018112,-1.068619,-0.090561
1.828452,-0.018112,-1.104843,-0.126785
1.849217,-0.054337,-1.122955,-0.144897
1.870373,-0.054337,-1.032394,-0.108673
1.891130,0.036224,-1.032394,-0.126785
1.912501,0.054337,-1.104843,-0.181122
1.933530,0.036224,-1.195404,-0.253571
1.954638,0.036224,-1.195404,-0.289795
1.975709,0.036224,-1.177292,-0.289795
1.995943,0.054337,-1.122955,-0.271683
2.016431,0.054337,-1.050507,-0.235458
2.037741,0.018112,-0.905609,-0.181122
2.059382,0.018112,-0.815048,-0.144897
2.080441,0.036224,-0.815048,-0.126785
2.100771,0.054337,-0.833160,-0.126785
2.121829,0.036224,-0.905609,-0.144897
2.142835,0.036224,-0.869385,-0.199234
2.164007,0.036224,-0.833160,-0.217346
2.185155,0.036224,-0.833160,-0.199234
2.205802,0.036224,-0.851273,-0.126785
2.226851,0.036224,-0.833160,-0.126785
2.248137,0.018112,-0.851273,-0.090561
2.267959,-0.018112,-0.869385,-0.090561
2.289014,0.036224,-0.941833,-0.144897
2.310073,0.054337,-0.996170,-0.181122
2.331164,0.090561,-1.050507,-0.181122
2.351746,0.090561,-1.032394,-0.199234
2.372918,0.090561,-0.996170,-0.144897
2.393913,0.072449,-0.996170,-0.072449
2.415015,0.054337,-1.050507,-0.054337
2.436032,0.090561,-1.122955,-0.072449
2.456349,0.072449,-1.249741,-0.199234
2.477394,0.018112,-1.213516,-0.253571
2.498497,-0.036224,-1.122955,-0.163010
2.519689,-0.036224,-1.122955,-0.163010
2.540657,-0.036224,-1.177292,-0.199234
2.561391,-0.036224,-1.159180,-0.271683
2.582472,-0.090561,-1.014282,-0.271683
2.603471,-0.090561,-0.941833,-0.199234
2.624550,-0.072449,-0.887497,-0.181122
2.645620,-0.108673,-0.833160,-0.126785
2.666415,-0.108673,-0.815048,-0.163010
2.687519,-0.126785,-0.851273,-0.217346
2.708710,-0.163010,-0.851273,-0.199234
2.729620,-0.163010,-0.887497,-0.235458
2.750673,-0.144897,-0.923721,-0.271683
2.771786,-0.163010,-0.905609,-0.326019
2.792867,-0.181122,-0.815048,-0.235458
2.813093,-0.181122,-0.833160,-0.217346
2.834172,-0.235458,-0.923721,-0.253571
2.855183,-0.253571,-0.923721,-0.271683
2.876312,-0.289795,-0.923721,-0.235458
2.896974,-0.307907,-0.923721,-0.253571
2.917465,-0.289795,-0.923721,-0.326019
2.937414,-0.307907,-0.941833,-0.289795
2.958920,-0.307907,-0.959946,-0.289795
2.980026,-0.307907,-0.996170,-0.326019
3.001120,-0.326019,-1.050507,-0.344131
3.022176,-0.344131,-1.050507,-0.380356
3.043064,-0.271683,-1.032394,-0.344131
3.064276,-0.199234,-1.032394,-0.344131
3.085110,-0.181122,-1.050507,-0.434692
3.106111,-0.235458,-1.086731,-0.579590
3.127185,-0.253571,-1.068619,-0.633926
3.148248,-0.199234,-1.014282,-0.579590
3.168518,-0.126785,-0.905609,-0.561478
3.189587,-0.054337,-0.887497,-0.561478
3.210633,0.054337,-0.887497,-0.507141
3.231681,0.072449,-0.941833,-0.525253
3.252787,0.036224,-0.978058,-0.507141
3.273131,0.054337,-0.959946,-0.452805
3.294021,0.108673,-0.941833,-0.452805
3.315398,0.181122,-0.978058,-0.489029
3.336390,0.181122,-0.905609,-0.398468
3.357427,0.199234,-0.851273,-0.344131
3.377844,0.253571,-0.833160,-0.289795
3.398911,0.326019,-0.887497,-0.344131
3.419952,0.326019,-0.941833,-0.344131
3.440769,0.271683,-0.923721,-0.307907
3.462130,0.181122,-0.959946,-0.253571
3.482371,0.181122,-0.941833,-0.235458
3.503913,0.217346,-0.887497,-0.217346
3.524415,0.181122,-0.959946,-0.217346
3.545476,0.163010,-1.032394,-0.181122
3.566584,0.144897,-1.032394,-0.108673
3.587572,0.163010,-1.086731,-0.144897
3.608657,0.181122,-1.177292,-0.163010
3.629861,0.181122,-1.177292,-0.126785
3.650813,0.181122,-1.104843,-0.108673
3.671829,0.181122,-1.068619,-0.108673
3.692933,0.163010,-1.050507,-0.090561
3.714004,0.126785,-1.014282,-0.108673
3.734234,0.108673,-0.959946,-0.090561
3.755423,0.072449,-0.923721,-0.072449
3.776397,0.090561,-0.923721,-0.126785
3.797437,0.090561,-0.978058,-0.163010
3.818546,0.072449,-0.978058,-0.126785
3.839085,0.072449,-0.996170,-0.072449
3.860511,0.072449,-1.032394,-0.108673
3.881222,0.090561,-1.050507,-0.144897
3.902347,0.090561,-1.086731,-0.235458
3.923384,0.072449,-1.032394,-0.163010
3.944360,0.054337,-0.996170,-0.108673
3.965431,0.018112,-1.050507,-0.181122
3.986635,-0.036224,-1.141068,-0.289795
4.007542,-0.036224,-1.159180,-0.362244
4.028103,-0.090561,-1.141068,-0.344131
4.048035,-0.126785,-1.068619,-0.326019
4.070402,-0.126785,-0.959946,-0.271683
4.090423,-0.126785,-0.941833,-0.253571
4.111454,-0.126785,-0.941833,-0.235458
4.132480,-0.126785,-0.905609,-0.163010
4.153399,-0.126785,-0.905609,-0.163010
4.174417,-0.144897,-0.923721,-0.217346
4.194787,-0.126785,-0.978058,-0.253571
4.215848,-0.108673,-0.941833,-0.217346
4.237092,-0.108673,-0.941833,-0.235458
4.258011,-0.090561,-0.905609,-0.289795
4.279081,-0.072449,-0.851273,-0.253571
4.298779,-0.036224,-0.833160,-0.253571
4.320111,-0.036224,-0.833160,-0.235458
4.341202,0.000000,-0.815048,-0.235458
4.362552,0.054337,-0.815048,-0.217346
4.383560,0.036224,-0.833160,-0.217346
4.404546,0.072449,-0.905609,-0.235458
4.425566,0.072449,-1.014282,-0.289795
4.446183,0.054337,-0.959946,-0.235458
4.467196,0.072449,-0.959946,-0.235458
4.488231,0.036224,-0.978058,-0.235458
4.509428,0.054337,-0.978058,-0.235458
4.529788,0.054337,-0.978058,-0.271683
4.551475,0.090561,-1.014282,-0.289795
4.570905,0.108673,-1.068619,-0.307907
4.591884,0.108673,-1.086731,-0.289795
4.612950,0.090561,-1.086731,-0.289795
4.634017,0.090561,-1.032394,-0.271683
4.654215,0.090561,-0.996170,-0.217346
4.675313,0.072449,-1.014282,-0.253571
4.696509,0.054337,-0.996170,-0.253571
4.717245,0.018112,-0.978058,-0.253571
4.738624,0.000000,-0.978058,-0.289795
4.758666,0.018112,-0.978058,-0.271683
4.779737,-0.036224,-0.996170,-0.271683
4.800600,0.018112,-0.978058,-0.289795
4.821868,0.036224,-0.941833,-0.253571
4.842934,0.054337,-0.923721,-0.235458
4.863557,0.036224,-0.923721,-0.199234
4.884559,0.036224,-0.923721,-0.199234
4.906071,0.054337,-0.978058,-0.271683
4.926735,0.072449,-0.996170,-0.253571
4.947855,0.054337,-0.996170,-0.253571
4.968850,0.036224,-0.978058,-0.235458
4.990106,0.036224,-0.978058,-0.235458
5.011891,0.036224,-0.941833,-0.199234
5.030212,0.054337,-0.923721,-0.217346
5.053279,0.036224,-0.959946,-0.235458
5.073734,0.018112,-0.959946,-0.271683
5.093885,0.000000,-0.959946,-0.253571
5.114777,0.036224,-0.941833,-0.235458
5.135849,0.018112,-0.923721,-0.217346
5.157533,0.000000,-0.941833,-0.163010
5.177075,0.018112,-0.923721,-0.217346
5.199045,0.000000,-0.978058,-0.199234
5.219515,0.000000,-0.959946,-0.217346
5.239104,0.000000,-0.978058,-0.199234
5.260872,0.000000,-0.941833,-0.199234
5.280917,0.018112,-0.959946,-0.217346
5.302879,0.018112,-0.959946,-0.217346
5.322903,0.036224,-0.959946,-0.181122
5.343963,0.000000,-0.959946,-0.181122
5.363898,0.000000,-0.959946,-0.199234
5.386009,0.018112,-0.978058,-0.217346
5.406015,0.000000,-0.978058,-0.181122
