Timestamp,AccelX,AccelY,AccelZ
0.000000,-0.018112,-0.996170,-0.144897
0.019886,-0.018112,-0.996170,-0.108673
0.042317,-0.018112,-0.978058,-0.126785
0.063536,-0.036224,-0.978058,-0.126785
0.084324,-0.036224,-0.996170,-0.126785
0.105334,-0.018112,-0.978058,-0.144897
0.126497,-0.018112,-0.996170,-0.126785
0.147447,-0.036224,-0.959946,-0.126785
0.168473,-0.036224,-0.978058,-0.144897
0.189588,-0.018112,-0.959946,-0.163010
0.210611,-0.036224,-0.959946,-0.126785
0.231072,-0.036224,-0.959946,-0.108673
0.252131,-0.018112,-0.959946,-0.090561
0.273145,-0.018112,-0.959946,-0.108673
0.294002,-0.018112,-0.959946,-0.072449
0.315146,-0.018112,-0.959946,-0.090561
0.335801,-0.018112,-0.978058,-0.144897
0.356873,-0.018112,-0.978058,-0.090561
0.377890,-0.018112,-0.959946,-0.072449
0.398990,-0.018112,-0.978058,-0.090561
0.420092,-0.018112,-0.978058,-0.072449
0.441144,-0.018112,-0.978058,-0.126785
0.462175,-0.036224,-0.996170,-0.108673
0.482803,-0.036224,-0.978058,-0.090561
0.503826,-0.036224,-0.959946,-0.072449
0.524072,-0.036224,-0.959946,-0.090561
0.546073,-0.036224,-0.941833,-0.090561
0.567102,-0.036224,-0.941833,-0.108673
0.587489,-0.036224,-0.941833,-0.090561
0.608528,-0.054337,-0.941833,-0.108673
0.629393,-0.036224,-0.941833,-0.144897
0.650451,-0.054337,-0.959946,-0.108673
0.670792,-0.054337,-0.959946,-0.090561
0.691293,-0.036224,-0.996170,-0.090561
0.712421,-0.018112,-0.996170,-0.108673
0.732964,0.018112,-1.014282,-0.090561
0.754054,0.018112,-0.996170,-0.108673
0.775139,-0.018112,-0.959946,-0.054337
0.795955,0.000000,-0.905609,-0.018112
0.816970,0.018112,-0.923721,0.036224
0.838282,0.036224,-0.959946,-0.018112
0.859128,-0.018112,-0.978058,-0.036224
0.880223,-0.018112,-0.978058,-0.054337
0.901370,-0.018112,-0.978058,-0.054337
0.922425,-0.018112,-0.978058,-0.072449
0.942622,-0.018112,-0.978058,-0.072449
0.963644,-0.018112,-0.959946,-0.072449
0.984207,-0.018112,-0.959946,-0.054337
1.005202,-0.018112,-0.978058,-0.036224
1.026250,-0.036224,-0.978058,-0.036224
1.046938,-0.054337,-0.959946,0.018112
1.067921,-0.054337,-0.978058,0.018112
1.088230,-0.054337,-0.996170,-0.018112
1.109296,-0.072449,-1.014282,0.036224
1.130472,-0.072449,-1.014282,0.018112
1.151102,-0.054337,-1.050507,0.000000
1.172095,-0.036224,-1.050507,-0.018112
1.193311,-0.054337,-1.050507,0.018112
1.214262,-0.054337,-1.050507,0.000000
